Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,ABRUZZO CLUB,Metro,City of Moreland,Club,Country,Club.1
,,,,,,,,,,,,MALVERNVALE HOTEL,Metro,City of Stonnington,Hotel,,
,,,,,,,,,,,,MANHATTAN HOTEL,Metro,City of Maroondah,Hotel,,
,,,,,,,,,,,,MANNINGHAM CLUB,Metro,City of Manningham,Club,,
,,,,,,,,,,,,MANSFIELD GOLF CLUB,Country,Shire of Mansfield,Club,,
,,,,,,,,,,,,MARYBOROUGH GOLF CLUB,Country,Shire of Central Goldfields,Club,,
,,,,,,,,,,,,MARYBOROUGH HIGHLAND SOCIETY,Country,Shire of Central Goldfields,Club,,
,,,,,,,,,,,,MATTHEW FLINDERS TAVERNER,Metro,City of Monash,Hotel,,
,,,,,,,,,,,,MCCARTINS HOTEL,Country,Shire of South Gippsland,Hotel,,
,,,,,,,,,,,,MCKINNON HOTEL,Metro,City of Glen Eira,Hotel,,
,,,,,,,,,,,,MEADOW INN HOTEL,Metro,City of Hume,Hotel,,
,,,,,,,,,,,,MELTON COUNTRY CLUB,Metro,Shire of Melton,Club,,
,,,,,,,,,,,,MENTONE RSL,Metro,City of Kingston,Club,,
,,,,,,,,,,,,MERBEIN CITIZENS CLUB,Country,Rural City of Mildura,Club,,
,,,,,,,,,,,,PULLMAN MELBOURNE ON SWANSTON,Metro,City of Melbourne,Hotel,,
,,,,,,,,,,,,MIDLANDS GOLF CLUB,Country,City of Ballarat,Club,,
,,,,,,,,,,,,MILDURA GATEWAY TAVERN,Country,Rural City of Mildura,Hotel,,
,,,,,,,,,,,,MILDURA GOLF CLUB,Country,Rural City of Mildura,Club,,
,,,,,,,,,,,,MILDURA RSL,Country,Rural City of Mildura,Club,,
,,,,,,,,,,,,MILDURA WORKING MANS SPORTS & SOCIAL CLU,Country,Rural City of Mildura,Club,,
,,,,,,,,,,,,MILLERS INN HOTEL,Metro,City of Hobsons Bay,Hotel,,
,,,,,,,,,,,,MITCHAM HOTEL,Metro,City of Whitehorse,Hotel,,
,,,,,,,,,,,,MITCHELL RIVER TAVERN,Country,Shire of East Gippsland,Hotel,,
,,,,,,,,,,,,MOE HOTEL,Country,City of Latrobe,Hotel,,
,,,,,,,,,,,,MOE RACING CLUB,Country,City of Latrobe,Club,,
,,,,,,,,,,,,MOE RSL CLUB,Country,City of Latrobe,Club,,
,,,,,,,,,,,,MONASH HOTEL,Metro,City of Monash,Hotel,,
,,,,,,,,,,,,MONBULK BOWLING CLUB,Metro,Shire of Yarra Ranges,Club,,
,,,,,,,,,,,,MONTMORENCY RSL,Metro,City of Banyule,Club,,
,,,,,,,,,,,,MOONEE VALLEY RACING CLUB,Metro,City of Moonee Valley,Club,,
,,,,,,,,,,,,MOOROOPNA GOLF CLUB,Country,City of Greater Shepparton,Club,,
,,,,,,,,,,,,MORELAND HOTEL,Metro,City of Moreland,Hotel,,
,,,,,,,,,,,,MORNINGTON ON TANTI HOTEL,Metro,Shire of Mornington Peninsula,Hotel,,
,,,,,,,,,,,,MORWELL BOWLING CLUB,Country,City of Latrobe,Club,,
,,,,,,,,,,,,MORWELL CLUB,Country,City of Latrobe,Club,,
,,,,,,,,,,,,MORWELL HOTEL,Country,City of Latrobe,Hotel,,
,,,,,,,,,,,,MORWELL RSL,Country,City of Latrobe,Club,,
,,,,,,,,,,,,MOTOR CLUB HOTEL,Metro,City of Casey,Hotel,,
,,,,,,,,,,,,MOUNTAIN VIEW HOTEL,Metro,City of Monash,Hotel,,
,,,,,,,,,,,,MULGRAVE COUNTRY CLUB,Metro,City of Monash,Club,,
,,,,,,,,,,,,MVRC JUNCTION CLUB,Metro,City of Moonee Valley,Club,,
,,,,,,,,,,,,MVRC LEIGHOAK CLUB,Metro,City of Monash,Club,,
,,,,,,,,,,,,MYRTLEFORD SAVOY SPORTING CLUB,Country,Shire of Alpine,Club,,
,,,,,,,,,,,,NAGAMBIE LAKES ENTERTAINMENT CENTRE,Country,Shire of Strathbogie,Club,,
,,,,,,,,,,,,NEW BAY HOTEL,Metro,City of Bayside,Hotel,,
,,,,,,,,,,,,NEWBOROUGH BOWLING CLUB,Country,City of Latrobe,Club,,
,,,,,,,,,,,,NEWMARKET TAVERN,Metro,City of Moonee Valley,Hotel,,
,,,,,,,,,,,,NOBLE PARK FOOTBALL SOCIAL CLUB,Metro,City of Greater Dandenong,Club,,
,,,,,,,,,,,,NOBLE PARK RSL,Metro,City of Greater Dandenong,Club,,
,,,,,,,,,,,,NORLANE HOTEL,Country,City of Greater Geelong,Hotel,,
,,,,,,,,,,,,NORTH BALLARAT SPORTS CLUB,Country,City of Ballarat,Club,,
,,,,,,,,,,,,NORTHCOTE PARK FOOTBALL CLUB,Metro,City of Moreland,Club,,
,,,,,,,,,,,,NUMURKAH GOLF & BOWLS CLUB,Country,Shire of Moira,Club,,
,,,,,,,,,,,,OAKLEIGH JUNCTION HOTEL,Metro,City of Monash,Hotel,,
,,,,,,,,,,,,OCEAN GROVE BOWLING CLUB,Country,City of Greater Geelong,Club,,
,,,,,,,,,,,,OLD ENGLAND HOTEL,Metro,City of Banyule,Hotel,,
,,,,,,,,,,,,OLINDA CREEK HOTEL,Metro,Shire of Yarra Ranges,Hotel,,
,,,,,,,,,,,,OLIVE TREE HOTEL,Metro,City of Hume,Hotel,,
,,,,,,,,,,,,OLYMPIC HOTEL,Metro,City of Darebin,Hotel,,
,,,,,,,,,,,,OUYEN CLUB,Country,Rural City of Mildura,Club,,
,,,,,,,,,,,,PAKENHAM HOTEL,Metro,Shire of Cardinia,Hotel,,
,,,,,,,,,,,,PALACE HOTEL,Metro,City of Boroondara,Hotel,,
,,,,,,,,,,,,PARKVIEW HOTEL,Metro,City of Yarra,Hotel,,
,,,,,,,,,,,,PASCOE VALE RSL,Metro,City of Moreland,Club,,
,,,,,,,,,,,,PASCOE VALE TAVERNER HOTEL,Metro,City of Moreland,Hotel,,
,,,,,,,,,,,,PENINSULA CLUB,Metro,Shire of Mornington Peninsula,Club,,
,,,,,,,,,,,,PENINSULA HOTEL MOTEL,Country,City of Greater Geelong,Hotel,,
,,,,,,,,,,,,PEPPERMILL INN HOTEL MOTEL,Country,City of Greater Shepparton,Hotel,,
,,,,,,,,,,,,PHILLIP ISLAND RSL,Country,Shire of Bass Coast,Club,,
,,,,,,,,,,,,PHOENIX HOTEL,Country,City of Greater Geelong,Hotel,,
,,,,,,,,,,,,PIER HOTEL,Metro,City of Frankston,Hotel,,
,,,,,,,,,,,,PINSENT HOTEL,Country,Rural City of Wangaratta,Hotel,,
,,,,,,,,,,,,PLAYERS HOTEL,Metro,City of Greater Dandenong,Hotel,,
,,,,,,,,,,,,PLAYERS ON LYGON,Metro,City of Melbourne,Hotel,,
,,,,,,,,,,,,PLOUGH HOTEL,Metro,City of Whittlesea,Hotel,,
,,,,,,,,,,,,POLISH COMMUNITY ASSOC IN GEELONG,Country,City of Greater Geelong,Club,,
,,,,,,,,,,,,PORTARLINGTON GOLF CLUB,Country,City of Greater Geelong,Club,,
,,,,,,,,,,,,PORTLAND FOOTBALL NETBALL CRICKET CLUB,Country,Shire of Glenelg,Club,,
,,,,,,,,,,,,PORTLAND RSL MEMORIAL BOWLING CLUB,Country,Shire of Glenelg,Club,,
,,,,,,,,,,,,POWELL HOTEL,Metro,City of Maribyrnong,Hotel,,
,,,,,,,,,,,,PRAHRAN FOOTBALL SOCIAL CLUB,Metro,City of Stonnington,Club,,
,,,,,,,,,,,,PRESTON HOTEL,Metro,City of Darebin,Hotel,,
,,,,,,,,,,,,PRINCE MARK HOTEL,Metro,City of Casey,Hotel,,
,,,,,,,,,,,,QUEENSCLIFF BOWLING TENNIS AND CROQUET C,Country,Borough of Queenscliffe,Club,,
,,,,,,,,,,,,RACECOURSE HOTEL (MALVERN EAST),Metro,City of Stonnington,Hotel,,
,,,,,,,,,,,,RACECOURSE HOTEL (WERRIBEE),Metro,City of Wyndham,Hotel,,
,,,,,,,,,,,,RAFFERTY'S TAVERN,Country,City of Warrnambool,Hotel,,
,,,,,,,,,,,,RAILWAY CLUB HOTEL,Country,Shire of Mitchell,Hotel,,
,,,,,,,,,,,,RED CLIFFS CLUB,Country,Rural City of Mildura,Club,,
,,,,,,,,,,,,RED LION HOTEL,Country,City of Ballarat,Hotel,,
,,,,,,,,,,,,RESERVOIR RSL,Metro,City of Darebin,Club,,
,,,,,,,,,,,,RIFLE CLUB HOTEL,Metro,City of Hobsons Bay,Hotel,,
,,,,,,,,,,,,RINGWOOD RSL,Metro,City of Maroondah,Club,,
,,,,,,,,,,,,RISING SUN HOTEL,Country,City of Greater Bendigo,Hotel,,
,,,,,,,,,,,,RIVERSDALE HOTEL,Metro,City of Boroondara,Hotel,,
,,,,,,,,,,,,RIVIERA HOTEL,Metro,City of Frankston,Hotel,,
,,,,,,,,,,,,ROBIN HOOD HOTEL,Country,City of Ballarat,Hotel,,
,,,,,,,,,,,,ROBINVALE GOLF CLUB,Country,Rural City of Swan Hill,Club,,
,,,,,,,,,,,,ROSE SHAMROCK & THISTLE HOTEL,Metro,City of Darebin,Hotel,,
,,,,,,,,,,,,ROSEBUD COUNTRY CLUB,Metro,Shire of Mornington Peninsula,Club,,
,,,,,,,,,,,,ROSEBUD HOTEL,Metro,Shire of Mornington Peninsula,Hotel,,
,,,,,,,,,,,,ROSEBUD RSL,Metro,Shire of Mornington Peninsula,Club,,
,,,,,,,,,,,,ROSSTOWN HOTEL,Metro,City of Glen Eira,Hotel,,
,,,,,,,,,,,,ROXBURGH PARK HOTEL,Metro,City of Hume,Hotel,,
,,,,,,,,,,,,ROYAL EXCHANGE HOTEL,Country,City of Latrobe,Hotel,,
,,,,,,,,,,,,ROYAL HOTEL (BENALLA),Country,Rural City of Benalla,Hotel,,
,,,,,,,,,,,,ROYAL HOTEL (DAYLESFORD),Country,Shire of Hepburn,Hotel,,
,,,,,,,,,,,,ROYAL HOTEL (ESSENDON),Metro,City of Moonee Valley,Hotel,,
,,,,,,,,,,,,ROYAL HOTEL (SUNBURY),Metro,City of Hume,Hotel,,
,,,,,,,,,,,,ROYAL OAK HOTEL,Metro,City of Kingston,Hotel,,
,,,,,,,,,,,,ROYAL OAK RICHMOND,Metro,City of Yarra,Club,,
,,,,,,,,,,,,RUBICON HOTEL,Country,Shire of Murrindindi,Hotel,,
,,,,,,,,,,,,RYE HOTEL,Metro,Shire of Mornington Peninsula,Hotel,,
,,,,,,,,,,,,RYE RSL CLUB,Metro,Shire of Mornington Peninsula,Club,,
,,,,,,,,,,,,SALE & DISTRICT GREYHOUND RACING CLUB,Country,Shire of Wellington,Club,,
,,,,,,,,,,,,SANCTUARY LAKES HOTEL,Metro,City of Wyndham,Hotel,,
,,,,,,,,,,,,SANDBELT CLUB HOTEL,Metro,City of Kingston,Hotel,,
,,,,,,,,,,,,SANDOWN PARK HOTEL,Metro,City of Greater Dandenong,Hotel,,
,,,,,,,,,,,,SANDRINGHAM HOTEL,Metro,City of Bayside,Hotel,,
,,,,,,,,,,,,SANDS TAVERNER,Metro,City of Frankston,Hotel,,
,,,,,,,,,,,,SEAFORD RSL,Metro,City of Frankston,Club,,
,,,,,,,,,,,,SEAFORD TAVERNER,Metro,City of Frankston,Hotel,,
,,,,,,,,,,,,SEAGULLS NEST,Metro,City of Hobsons Bay,Club,,
,,,,,,,,,,,,SEBASTOPOL BOWLING CLUB,Country,City of Ballarat,Club,,
,,,,,,,,,,,,SEYMOUR CLUB,Country,Shire of Mitchell,Club,,
,,,,,,,,,,,,SHAMROCK HOTEL,Country,City of Greater Bendigo,Hotel,,
,,,,,,,,,,,,SHANGHAI CLUB,Metro,City of Melbourne,Hotel,,
,,,,,,,,,,,,SHELL CLUB,Country,City of Greater Geelong,Club,,
,,,,,,,,,,,,SHEPPARTON CLUB,Country,City of Greater Shepparton,Club,,
,,,,,,,,,,,,SHEPPARTON RSL,Country,City of Greater Shepparton,Club,,
,,,,,,,,,,,,SHERBOURNE TERRACE,Country,City of Greater Shepparton,Hotel,,
,,,,,,,,,,,,SHOPPINGTOWN HOTEL,Metro,City of Manningham,Hotel,,
,,,,,,,,,,,,SIR HENRY BARKLY HOTEL,Metro,City of Banyule,Hotel,,
,,,,,,,,,,,,SKYWAYS TAVERNER,Metro,City of Moonee Valley,Hotel,,
,,,,,,,,,,,,SOMERVILLE HOTEL,Metro,Shire of Mornington Peninsula,Hotel,,
,,,,,,,,,,,,SPHINX ENTERTAINMENT CENTRE,Country,City of Greater Geelong,Hotel,,
,,,,,,,,,,,,SPORTING LEGENDS CLUB,Country,Shire of Wellington,Club,,
,,,,,,,,,,,,SPORTSPARK GAMING AND ENTERTAINMENT CENT,Country,City of Ballarat,Club,,
,,,,,,,,,,,,SPRINGVALE RSL CLUB,Metro,City of Greater Dandenong,Club,,
,,,,,,,,,,,,ST ALBANS HOTEL,Metro,City of Brimbank,Hotel,,
,,,,,,,,,,,,ST ALBANS SPORTS CLUB,Metro,City of Brimbank,Club,,
,,,,,,,,,,,,ST ARNAUD SPORTING CLUB,Country,Shire of Northern Grampians,Club,,
,,,,,,,,,,,,ST GEORGE WORKERS CLUB,Country,City of Greater Geelong,Club,,
,,,,,,,,,,,,ST KILDA ARMY & NAVY CLUB,Metro,City of Port Phillip,Club,,
,,,,,,,,,,,,ST KILDA FOOTBALL SOCIAL CLUB,Metro,City of Kingston,Club,,
,,,,,,,,,,,,STAMFORD HOTEL,Metro,City of Knox,Hotel,,
,,,,,,,,,,,,STAR HOTEL (SALE),Country,Shire of Wellington,Hotel,,
,,,,,,,,,,,,STAR HOTEL BRIGHT,Country,Shire of Alpine,Hotel,,
,,,,,,,,,,,,STAWELL HARNESS RACING CLUB,Country,Shire of Northern Grampians,Club,,
,,,,,,,,,,,,STEEPLES,Metro,Shire of Mornington Peninsula,Club,,
,,,,,,,,,,,,STONEYS CLUB,Country,Shire of Moorabool,Club,,
,,,,,,,,,,,,SUGAR GUM HOTEL,Metro,Shire of Melton,Hotel,,
,,,,,,,,,,,,SUMMERHILL HOTEL,Metro,City of Darebin,Hotel,,
,,,,,,,,,,,,SUNBURY BOWLING CLUB,Metro,City of Hume,Club,,
,,,,,,,,,,,,SUNBURY SOCIAL CLUB,Metro,City of Hume,Club,,
,,,,,,,,,,,,SUNBURY UNITED SPORTING CLUB,Metro,City of Hume,Club,,
,,,,,,,,,,,,SUNSHINE CITY CLUB,Metro,City of Brimbank,Club,,
,,,,,,,,,,,,SUNSHINE RSL,Metro,City of Brimbank,Club,,
,,,,,,,,,,,,SWAN HILL CLUB,Country,Rural City of Swan Hill,Club,,
,,,,,,,,,,,,SWAN HILL RSL,Country,Rural City of Swan Hill,Club,,
,,,,,,,,,,,,SYLVANIA HOTEL,Metro,City of Hume,Hotel,,
,,,,,,,,,,,,TABCORP PARK,Metro,Shire of Melton,Club,,
,,,,,,,,,,,,TANKERVILLE ARMS HOTEL,Metro,City of Yarra,Hotel,,
,,,,,,,,,,,,TAYLORS LAKES FAMILY HOTEL,Metro,City of Brimbank,Hotel,,
,,,,,,,,,,,,TEMPLESTOWE HOTEL,Metro,City of Manningham,Hotel,,
,,,,,,,,,,,,TERMINUS HOTEL,Metro,Shire of Yarra Ranges,Hotel,,
,,,,,,,,,,,,THE BAY & BRIDGE HOTEL,Metro,City of Port Phillip,Hotel,,
,,,,,,,,,,,,THE BEACH,Metro,City of Port Phillip,Hotel,,
,,,,,,,,,,,,THE BENDIGO CLUB,Country,City of Greater Bendigo,Club,,
,,,,,,,,,,,,THE BOROUGH CLUB,Country,City of Greater Bendigo,Club,,
,,,,,,,,,,,,THE BRASS MONKEY ON LONSDALE,Metro,City of Melbourne,Hotel,,
,,,,,,,,,,,,THE BRIDGE HOTEL,Metro,City of Kingston,Hotel,,
,,,,,,,,,,,,THE BROOK ON SNEYDES,Metro,City of Wyndham,Club,,
,,,,,,,,,,,,THE BRUNSWICK CLUB,Metro,City of Moreland,Club,,
,,,,,,,,,,,,The CAMDEN TOWN HOTEL,Metro,City of Glen Eira,Hotel,,
,,,,,,,,,,,,THE CHASE HOTEL,Metro,City of Whitehorse,Hotel,,
,,,,,,,,,,,,THE CLAYTON HOTEL,Metro,City of Monash,Hotel,,
,,,,,,,,,,,,THE CLUB,Metro,Shire of Melton,Club,,
,,,,,,,,,,,,THE COACH AND HORSES,Metro,City of Maroondah,Club,,
,,,,,,,,,,,,THE COVE HOTEL,Metro,City of Kingston,Hotel,,
,,,,,,,,,,,,THE ELSTERNWICK CLUB,Metro,City of Glen Eira,Club,,
,,,,,,,,,,,,THE EPSOM,Metro,City of Kingston,Club,,
,,,,,,,,,,,,THE FOUNDRY HOTEL COMPLEX,Country,City of Greater Bendigo,Hotel,,
,,,,,,,,,,,,THE INTERNATIONAL,Metro,Shire of Yarra Ranges,Club,,
,,,,,,,,,,,,THE LAKES ENTERTAINMENT CENTRE,Country,Shire of East Gippsland,Club,,
,,,,,,,,,,,,THE MEETING PLACE,Metro,City of Melbourne,Club,,
,,,,,,,,,,,,THE MOONEE PONDS CLUB,Metro,City of Moonee Valley,Club,,
,,,,,,,,,,,,THE OLD TOWN 'N' COUNTRY TAVERN,Country,Rural City of Wangaratta,Hotel,,
,,,,,,,,,,,,THE ORBOST CLUB,Country,Shire of East Gippsland,Club,,
,,,,,,,,,,,,THE PHOENIX HOTEL,Metro,City of Wyndham,Hotel,,
,,,,,,,,,,,,THE PINK HILL HOTEL,Metro,Shire of Cardinia,Hotel,,
,,,,,,,,,,,,THE PRINCE OF WALES HOTEL - RICHMOND,Metro,City of Yarra,Hotel,,
,,,,,,,,,,,,THE REX,Metro,City of Port Phillip,Club,,
,,,,,,,,,,,,"THE RICHMOND HENTY HOTEL, PORTLAND",Country,Shire of Glenelg,Hotel,,
,,,,,,,,,,,,THE RICHMOND SOCIAL,Metro,City of Yarra,Hotel,,
,,,,,,,,,,,,THE ROYAL HOTEL FERNTREE GULLY,Metro,City of Knox,Hotel,,
,,,,,,,,,,,,THE SALE RSL & COMMUNITY SUB-BRANCH,Country,Shire of Wellington,Club,,
,,,,,,,,,,,,THE SETTLEMENT AT CRANBOURNE,Metro,City of Casey,Hotel,,
,,,,,,,,,,,,THE TIGERS CLUBHOUSE,Metro,City of Wyndham,Club,,
,,,,,,,,,,,,THE VALE HOTEL,Metro,City of Monash,Hotel,,
,,,,,,,,,,,,THE VIC INN,Metro,City of Hobsons Bay,Club,,
,,,,,,,,,,,,THE YARRAM COUNTRY CLUB,Country,Shire of Wellington,Club,,
,,,,,,,,,,,,TOORADIN & DISTRICT SPORTS CLUB,Metro,City of Casey,Club,,
,,,,,,,,,,,,TORQUAY HOTEL,Country,Shire of Surf Coast,Hotel,,
,,,,,,,,,,,,TOWER HOTEL,Metro,City of Boroondara,Hotel,,
,,,,,,,,,,,,TRARALGON BOWLS CLUB,Country,City of Latrobe,Club,,
,,,,,,,,,,,,TRARALGON RSL,Country,City of Latrobe,Club,,
,,,,,,,,,,,,TRIOS SPORTS CLUB,Metro,City of Casey,Club,,
,,,,,,,,,,,,TUDOR INN HOTEL,Metro,City of Kingston,Hotel,,
,,,,,,,,,,,,UNION CLUB HOTEL,Country,Shire of Colac-Otway,Hotel,,
,,,,,,,,,,,,UPPER YARRA RSL,Metro,Shire of Yarra Ranges,Club,,
,,,,,,,,,,,,VALLEY INN HOTEL,Country,City of Greater Geelong,Hotel,,
,,,,,,,,,,,,VEGAS AT WAVERLEY GARDENS,Metro,City of Monash,Club,,
,,,,,,,,,,,,VENETO CLUB,Metro,City of Manningham,Club,,
,,,,,,,,,,,,VICTORIA HOTEL (SHEPPARTON),Country,City of Greater Shepparton,Hotel,,
,,,,,,,,,,,,VICTORIAN TAVERN,Country,Shire of Macedon Ranges,Hotel,,
,,,,,,,,,,,,VILLAGE BELLE HOTEL,Metro,City of Port Phillip,Hotel,,
,,,,,,,,,,,,VILLAGE GREEN HOTEL,Metro,City of Monash,Hotel,,
,,,,,,,,,,,,VINE HOTEL RICHMOND,Metro,City of Yarra,Hotel,,
,,,,,,,,,,,,WALTZING MATILDA HOTEL,Metro,City of Greater Dandenong,Hotel,,
,,,,,,,,,,,,WANGARATTA CLUB,Country,Rural City of Wangaratta,Club,,
,,,,,,,,,,,,WANGARATTA RSL,Country,Rural City of Wangaratta,Club,,
,,,,,,,,,,,,WANTIRNA CLUB,Metro,City of Knox,Club,,
,,,,,,,,,,,,WANTIRNA HILL CLUB,Metro,City of Knox,Club,,
,,,,,,,,,,,,WARRAGUL CLUB,Country,Shire of Baw Baw,Club,,
,,,,,,,,,,,,WARRAGUL COUNTRY CLUB,Country,Shire of Baw Baw,Club,,
,,,,,,,,,,,,WARRNAMBOOL BOWLS CLUB,Country,City of Warrnambool,Club,,
,,,,,,,,,,,,WARRNAMBOOL FOOTBALL CLUB SOCIAL CLUB,Country,City of Warrnambool,Club,,
,,,,,,,,,,,,WARRNAMBOOL RSL,Country,City of Warrnambool,Club,,
,,,,,,,,,,,,WATERGARDENS HOTEL,Metro,City of Brimbank,Hotel,,
,,,,,,,,,,,,WATERLOO CUP HOTEL,Metro,City of Moonee Valley,Hotel,,
,,,,,,,,,,,,WATSONIA RSL,Metro,City of Banyule,Club,,
,,,,,,,,,,,,WAURN PONDS HOTEL,Country,City of Greater Geelong,Hotel,,
,,,,,,,,,,,,WAVERLEY RSL CLUB,Metro,City of Monash,Club,,
,,,,,,,,,,,,WERRIBEE PLAZA TAVERN,Metro,City of Wyndham,Hotel,,
,,,,,,,,,,,,WERRIBEE RSL,Metro,City of Wyndham,Club,,
,,,,,,,,,,,,WEST HEIDELBERG RSL,Metro,City of Banyule,Club,,
,,,,,,,,,,,,WEST SIDE HORSHAM,Country,Rural City of Horsham,Club,,
,,,,,,,,,,,,WEST WATERS HOTEL,Metro,Shire of Melton,Hotel,,
,,,,,,,,,,,,WESTEND MARKET HOTEL,Metro,City of Brimbank,Hotel,,
,,,,,,,,,,,,WESTERNPORT HOTEL,Metro,Shire of Mornington Peninsula,Hotel,,
,,,,,,,,,,,,WESTMEADOWS TAVERN,Metro,City of Hume,Hotel,,
,,,,,,,,,,,,WESTSIDE TAVERNER,Metro,City of Wyndham,Hotel,,
,,,,,,,,,,,,WHALERS HOTEL,Country,City of Warrnambool,Hotel,,
,,,,,,,,,,,,WHEELERS HILL HOTEL,Metro,City of Monash,Hotel,,
,,,,,,,,,,,,WHITTLESEA BOWLS CLUB,Metro,City of Whittlesea,Club,,
,,,,,,,,,,,,WINDERMERE HOTEL,Country,City of Greater Bendigo,Hotel,,
,,,,,,,,,,,,WONTHAGGI CLUB,Country,Shire of Bass Coast,Club,,
,,,,,,,,,,,,WONTHAGGI GOLF CLUB,Country,Shire of Bass Coast,Club,,
,,,,,,,,,,,,WONTHAGGI WORKMEN'S CLUB,Country,Shire of Bass Coast,Club,,
,,,,,,,,,,,,YARRAVILLE CLUB,Metro,City of Maribyrnong,Club,,
,,,,,,,,,,,,YARRAVILLE CLUB CRICKET CLUB,Metro,City of Maribyrnong,Club,,
,,,,,,,,,,,,YARRAVILLE-FOOTSCRAY BOWLING CLUB,Metro,City of Maribyrnong,Club,,
,,,,,,,,,,,,YORK ON LILYDALE TAVERNER RESORT,Metro,Shire of Yarra Ranges,Hotel,,
,,,,,,,,,,,,ZAGAME'S CAULFIELD CLUB HOTEL,Metro,City of Glen Eira,Hotel,,
